Time (s),Cart Position (m),Cart Velocity (m/s),Pole Angle (rad),Pole Angular Velocity (rad/s),Control Input (N)
1740035345.9978,0.0016,-0.0103,-0.0043,0.0223,-0.3974
1740035346.0078,0.0015,-0.0130,-0.0041,0.0258,-0.1849
1740035346.0177,0.0016,0.0154,-0.0042,-0.0174,-2.1165
1740035346.0277,0.0017,0.0018,-0.0042,0.0026,-1.2766
1740035346.0403,0.0016,-0.0080,-0.0041,0.0167,-0.6439
1740035346.0477,0.0015,-0.0247,-0.0039,0.0409,0.4879
1740035346.0578,0.0012,-0.0192,-0.0035,0.0319,0.2131
1740035346.0677,0.0011,-0.0223,-0.0032,0.0360,0.4809
1740035346.0778,0.0009,-0.0184,-0.0029,0.0297,0.2852
1740035346.0877,0.0007,-0.0152,-0.0026,0.0245,0.1380
1740035346.0978,0.0005,-0.0238,-0.0023,0.0370,0.7755
1740035346.1077,0.0003,-0.0158,-0.0020,0.0245,0.3296
1740035346.1177,0.0002,-0.0124,-0.0018,0.0192,0.1615
1740035346.1277,0.0001,-0.0024,-0.0016,0.0038,-0.4550
1740035346.1378,0.0000,-0.0058,-0.0016,0.0086,-0.2307
1740035346.1477,-0.0000,-0.0078,-0.0015,0.0114,-0.0818
1740035346.1577,0.0001,0.0101,-0.0016,-0.0157,-1.3295
1740035346.1677,0.0001,-0.0006,-0.0017,0.0002,-0.6692
1740035346.1778,0.0002,0.0224,-0.0018,-0.0344,-2.2252
1740035346.1877,0.0004,0.0360,-0.0021,-0.0550,-3.2281
1740035346.1978,0.0006,0.0094,-0.0025,-0.0154,-1.6217
1740035346.2077,0.0006,0.0301,-0.0025,-0.0469,-3.0337
1740035346.2180,0.0008,0.0078,-0.0028,-0.0136,-1.6794
1740035346.2277,0.0008,-0.0066,-0.0028,0.0075,-0.7768
1740035346.2377,0.0009,0.0105,-0.0031,-0.0185,-2.0088
1740035346.2477,0.0010,-0.0055,-0.0031,0.0051,-1.0167
1740035346.2577,0.0011,0.0075,-0.0033,-0.0149,-1.9801
1740035346.2677,0.0011,0.0020,-0.0034,-0.0071,-1.6690
1740035346.2778,0.0011,-0.0071,-0.0034,0.0062,-1.0980
1740035346.2877,0.0009,-0.0238,-0.0032,0.0307,0.0002
1740035346.2977,0.0007,-0.0226,-0.0029,0.0284,-0.0146
1740035346.3077,0.0005,-0.0217,-0.0026,0.0265,-0.0216
1740035346.3178,0.0003,-0.0208,-0.0024,0.0247,-0.0259
1740035346.3277,0.0001,-0.0200,-0.0022,0.0231,-0.0267
1740035346.3377,-0.0001,-0.0193,-0.0019,0.0217,-0.0265
1740035346.3477,-0.0003,-0.0415,-0.0017,0.0547,1.4809
1740035346.3577,-0.0007,-0.0281,-0.0013,0.0343,0.7288
1740035346.3677,-0.0009,-0.0388,-0.0009,0.0501,1.5127
1740035346.3778,-0.0012,-0.0294,-0.0007,0.0357,0.9790
1740035346.3877,-0.0014,-0.0201,-0.0004,0.0216,0.4517
1740035346.3977,-0.0016,-0.0157,-0.0002,0.0149,0.2175
1740035346.4083,-0.0018,-0.0130,-0.0001,0.0107,0.0762
1740035346.4177,-0.0019,-0.0117,0.0000,0.0089,0.0229
1740035346.4277,-0.0020,-0.0111,0.0001,0.0079,0.0045
1740035346.4377,-0.0020,-0.0016,0.0001,-0.0063,-0.6381
1740035346.4477,-0.0020,-0.0061,0.0000,0.0004,-0.3607
1740035346.4577,-0.0020,0.0062,-0.0002,-0.0180,-1.2348
1740035346.4677,-0.0019,0.0143,-0.0003,-0.0302,-1.8146
1740035346.4778,-0.0019,0.0039,-0.0005,-0.0145,-1.1881
1740035346.4878,-0.0019,-0.0088,-0.0005,0.0045,-0.3810
1740035346.4977,-0.0020,-0.0133,-0.0004,0.0111,-0.0680
1740035346.5077,-0.0022,-0.0132,-0.0003,0.0110,-0.0416
1740035346.5192,-0.0023,-0.0131,-0.0002,0.0107,-0.0335
1740035346.5277,-0.0024,-0.0128,-0.0001,0.0102,-0.0190
1740035346.5377,-0.0025,-0.0125,-0.0000,0.0097,-0.0151
1740035346.5477,-0.0026,-0.0122,0.0001,0.0092,-0.0139
1740035346.5577,-0.0028,-0.0118,0.0002,0.0086,-0.0122
1740035346.5683,-0.0029,-0.0114,0.0002,0.0080,-0.0112
1740035346.5777,-0.0032,-0.0311,0.0006,0.0375,1.3997
1740035346.5877,-0.0035,-0.0547,0.0010,0.0730,3.0537
1740035346.5977,-0.0039,-0.0287,0.0015,0.0339,1.5260
1740035346.6077,-0.0041,-0.0462,0.0017,0.0604,2.7765
1740035346.6177,-0.0044,-0.0250,0.0021,0.0288,1.5311
1740035346.6277,-0.0046,-0.0112,0.0023,0.0083,0.7016
1740035346.6377,-0.0049,-0.0315,0.0027,0.0390,2.1893
1740035346.6477,-0.0052,-0.0144,0.0030,0.0136,1.1817
1740035346.6577,-0.0053,-0.0047,0.0031,-0.0004,0.5985
1740035346.6677,-0.0053,-0.0081,0.0030,0.0052,0.8409
1740035346.6777,-0.0053,-0.0014,0.0030,-0.0045,0.4294
1740035346.6877,-0.0053,-0.0020,0.0030,-0.0032,0.4750
1740035346.6977,-0.0053,0.0016,0.0029,-0.0082,0.2475
1740035346.7077,-0.0053,0.0084,0.0028,-0.0179,-0.2009
1740035346.7177,-0.0052,0.0063,0.0026,-0.0143,-0.0900
1740035346.7277,-0.0052,0.0146,0.0025,-0.0263,-0.6515
1740035346.7378,-0.0051,0.0088,0.0023,-0.0171,-0.3152
1740035346.7503,-0.0050,0.0061,0.0021,-0.0128,-0.1642
1740035346.7577,-0.0047,0.0320,0.0018,-0.0514,-1.9698
1740035346.7677,-0.0045,0.0196,0.0014,-0.0324,-1.2649
1740035346.7777,-0.0044,0.0089,0.0011,-0.0159,-0.6239
1740035346.7877,-0.0043,-0.0061,0.0010,0.0067,0.3303
1740035346.7978,-0.0044,-0.0033,0.0011,0.0027,0.1739
1740035346.8077,-0.0044,-0.0209,0.0011,0.0292,1.3465
1740035346.8180,-0.0046,-0.0096,0.0013,0.0123,0.6831
1740035346.8280,-0.0047,-0.0318,0.0014,0.0458,2.1867
1740035346.8377,-0.0049,-0.0153,0.0017,0.0211,1.2148
1740035346.8477,-0.0049,-0.0045,0.0019,0.0052,0.5674
1740035346.8577,-0.0053,-0.0299,0.0023,0.0435,2.4024
1740035346.8677,-0.0055,-0.0114,0.0026,0.0161,1.3159
1740035346.8777,-0.0059,-0.0336,0.0032,0.0497,2.9845
1740035346.8877,-0.0061,-0.0408,0.0036,0.0608,3.6054
1740035346.8977,-0.0064,-0.0112,0.0039,0.0167,1.8242
1740035346.9077,-0.0064,-0.0192,0.0040,0.0293,2.4163
1740035346.9178,-0.0065,-0.0035,0.0041,0.0063,1.4718
1740035346.9277,-0.0065,-0.0054,0.0041,0.0097,1.6329
1740035346.9377,-0.0065,0.0061,0.0041,-0.0070,0.9219
1740035346.9477,-0.0064,0.0134,0.0040,-0.0173,0.4481
1740035346.9580,-0.0062,0.0159,0.0038,-0.0205,0.2656
1740035346.9677,-0.0061,0.0195,0.0036,-0.0253,0.0019
1740035346.9777,-0.0059,0.0185,0.0034,-0.0232,0.0266
1740035346.9882,-0.0057,0.0304,0.0031,-0.0406,-0.7942
1740035346.9977,-0.0053,0.0356,0.0026,-0.0478,-1.2742
1740035347.0077,-0.0050,0.0399,0.0022,-0.0538,-1.6558
1740035347.0177,-0.0046,0.0252,0.0018,-0.0313,-0.8052
1740035347.0278,-0.0045,0.0215,0.0016,-0.0255,-0.5946
1740035347.0379,-0.0044,0.0157,0.0014,-0.0165,-0.2641
1740035347.0477,-0.0042,0.0190,0.0013,-0.0212,-0.5089
1740035347.0577,-0.0040,0.0142,0.0011,-0.0138,-0.2334
1740035347.0677,-0.0039,0.0119,0.0010,-0.0103,-0.1098
1740035347.0777,-0.0038,0.0114,0.0009,-0.0093,-0.0966
1740035347.0877,-0.0037,0.0102,0.0008,-0.0073,-0.0272
1740035347.0980,-0.0037,0.0027,0.0008,0.0040,0.4821
1740035347.1077,-0.0036,-0.0051,0.0009,0.0159,1.0171
1740035347.1177,-0.0036,0.0022,0.0010,0.0050,0.5789
1740035347.1278,-0.0036,-0.0068,0.0010,0.0186,1.1885
1740035347.1380,-0.0036,-0.0019,0.0011,0.0114,0.9043
1740035347.1480,-0.0036,-0.0078,0.0011,0.0204,1.3297
1740035347.1577,-0.0036,0.0028,0.0013,0.0045,0.6869
1740035347.1678,-0.0036,-0.0043,0.0013,0.0155,1.1789
1740035347.1777,-0.0036,0.0050,0.0014,0.0016,0.6120
1740035347.1877,-0.0035,0.0088,0.0013,-0.0038,0.3785
1740035347.1977,-0.0034,0.0113,0.0013,-0.0074,0.2119
1740035347.2077,-0.0033,0.0234,0.0012,-0.0253,-0.5901
1740035347.2177,-0.0031,0.0177,0.0010,-0.0167,-0.2731
1740035347.2279,-0.0030,0.0157,0.0009,-0.0135,-0.1629
1740035347.2377,-0.0028,0.0138,0.0008,-0.0105,-0.0646
1740035347.2477,-0.0027,0.0127,0.0007,-0.0086,-0.0060
1740035347.2577,-0.0023,0.0381,0.0002,-0.0466,-1.7958
1740035347.2677,-0.0020,0.0252,-0.0001,-0.0272,-1.0724
1740035347.2777,-0.0018,0.0144,-0.0003,-0.0109,-0.4230
1740035347.2877,-0.0017,0.0302,-0.0004,-0.0347,-1.4926
1740035347.2977,-0.0014,0.0173,-0.0007,-0.0154,-0.7302
1740035347.3077,-0.0013,0.0267,-0.0008,-0.0296,-1.3880
1740035347.3177,-0.0011,0.0149,-0.0010,-0.0118,-0.6795
1740035347.3278,-0.0010,0.0107,-0.0011,-0.0057,-0.4331
1740035347.3377,-0.0008,0.0300,-0.0013,-0.0347,-1.7851
1740035347.3477,-0.0005,0.0176,-0.0016,-0.0162,-1.0598
1740035347.3577,-0.0004,0.0087,-0.0016,-0.0031,-0.5189
1740035347.3677,-0.0004,0.0020,-0.0016,0.0068,-0.0905
1740035347.3777,-0.0003,0.0014,-0.0016,0.0075,-0.0406
1740035347.3877,-0.0003,0.0011,-0.0015,0.0076,-0.0134
1740035347.3977,-0.0004,-0.0048,-0.0013,0.0162,0.4152
1740035347.4077,-0.0004,-0.0076,-0.0012,0.0202,0.6341
1740035347.4178,-0.0005,-0.0027,-0.0010,0.0127,0.3584
1740035347.4277,-0.0005,0.0005,-0.0010,0.0078,0.1746
1740035347.4377,-0.0005,0.0005,-0.0009,0.0075,0.1925
1740035347.4477,-0.0004,0.0122,-0.0008,-0.0101,-0.5599
1740035347.4577,-0.0004,0.0074,-0.0009,-0.0030,-0.2702
1740035347.4678,-0.0003,0.0057,-0.0009,-0.0006,-0.1696
1740035347.4778,-0.0001,0.0196,-0.0011,-0.0216,-1.1525
1740035347.4881,0.0000,0.0106,-0.0012,-0.0082,-0.6216
1740035347.4978,0.0001,0.0055,-0.0013,-0.0007,-0.3072
1740035347.5077,0.0001,0.0030,-0.0013,0.0029,-0.1460
1740035347.5177,0.0004,0.0248,-0.0016,-0.0300,-1.6891
1740035347.5277,0.0006,0.0119,-0.0018,-0.0108,-0.9232
1740035347.5378,0.0008,0.0399,-0.0021,-0.0529,-2.8519
1740035347.5487,0.0012,0.0165,-0.0025,-0.0181,-1.5095
1740035347.5578,0.0015,0.0353,-0.0030,-0.0465,-2.9186
1740035347.5679,0.0017,0.0183,-0.0033,-0.0213,-1.9034
1740035347.5777,0.0020,0.0288,-0.0037,-0.0374,-2.7569
1740035347.5877,0.0022,0.0063,-0.0039,-0.0040,-1.3836
1740035347.5989,0.0024,0.0116,-0.0041,-0.0126,-1.8378
1740035347.6079,0.0024,-0.0016,-0.0041,0.0066,-1.0242
1740035347.6178,0.0025,0.0001,-0.0041,0.0035,-1.1879
1740035347.6277,0.0024,-0.0081,-0.0040,0.0152,-0.6625
1740035347.6378,0.0023,-0.0110,-0.0039,0.0189,-0.4587
1740035347.6478,0.0022,-0.0136,-0.0037,0.0223,-0.2614
1740035347.6578,0.0020,-0.0184,-0.0034,0.0287,0.1084
1740035347.6677,0.0019,-0.0168,-0.0031,0.0258,0.0512
1740035347.6778,0.0016,-0.0207,-0.0028,0.0312,0.3917
1740035347.6878,0.0014,-0.0242,-0.0025,0.0359,0.6843
1740035347.6978,0.0012,-0.0177,-0.0022,0.0258,0.3339
1740035347.7077,0.0011,-0.0146,-0.0020,0.0208,0.1768
1740035347.7177,0.0009,-0.0117,-0.0018,0.0161,0.0286
1740035347.7277,0.0008,-0.0147,-0.0016,0.0202,0.2558
1740035347.7378,0.0007,-0.0128,-0.0015,0.0172,0.1616
1740035347.7477,0.0006,-0.0111,-0.0013,0.0143,0.0776
1740035347.7577,0.0005,-0.0096,-0.0012,0.0119,0.0143
1740035347.7677,0.0004,-0.0085,-0.0011,0.0100,-0.0364
1740035347.7777,0.0003,-0.0084,-0.0010,0.0097,-0.0248
1740035347.7877,0.0003,-0.0048,-0.0009,0.0042,-0.2385
1740035347.7977,0.0002,-0.0065,-0.0008,0.0065,-0.1256
1740035347.8077,0.0001,-0.0070,-0.0008,0.0072,-0.0805
1740035347.8177,0.0001,-0.0074,-0.0007,0.0076,-0.0416
1740035347.8277,0.0000,-0.0009,-0.0007,-0.0023,-0.4562
1740035347.8377,-0.0000,-0.0037,-0.0007,0.0018,-0.2792
1740035347.8477,-0.0001,-0.0060,-0.0006,0.0053,-0.1220
1740035347.8577,-0.0001,-0.0067,-0.0006,0.0062,-0.0670
1740035347.8677,-0.0002,-0.0069,-0.0005,0.0064,-0.0421
1740035347.8777,-0.0002,-0.0051,-0.0005,0.0036,-0.1578
1740035347.8877,-0.0003,-0.0060,-0.0004,0.0049,-0.0908
1740035347.8977,-0.0004,-0.0114,-0.0003,0.0129,0.3004
1740035347.9078,-0.0005,-0.0089,-0.0002,0.0091,0.1664
1740035347.9177,-0.0006,-0.0072,-0.0001,0.0065,0.0785
1740035347.9277,-0.0007,-0.0153,-0.0000,0.0186,0.6268
1740035347.9377,-0.0008,-0.0103,0.0001,0.0111,0.3416
1740035347.9477,-0.0009,-0.0073,0.0002,0.0066,0.1695
1740035347.9577,-0.0010,-0.0105,0.0003,0.0114,0.4190
1740035347.9677,-0.0011,-0.0070,0.0004,0.0062,0.2202
1740035347.9778,-0.0012,-0.0102,0.0005,0.0109,0.4728
1740035347.9877,-0.0012,-0.0069,0.0006,0.0060,0.2828
1740035347.9977,-0.0013,-0.0078,0.0007,0.0074,0.3757
1740035348.0077,-0.0014,-0.0049,0.0007,0.0032,0.2060
1740035348.0177,-0.0014,-0.0043,0.0008,0.0024,0.1867
1740035348.0278,-0.0015,-0.0115,0.0008,0.0133,0.6697
1740035348.0378,-0.0015,-0.0080,0.0008,0.0082,0.4700
1740035348.0477,-0.0016,-0.0102,0.0009,0.0116,0.6398
1740035348.0577,-0.0017,-0.0049,0.0010,0.0037,0.3207
1740035348.0677,-0.0017,-0.0081,0.0010,0.0087,0.5500
1740035348.0777,-0.0018,-0.0035,0.0010,0.0020,0.2766
1740035348.0877,-0.0018,-0.0119,0.0011,0.0147,0.8408
1740035348.0977,-0.0019,-0.0049,0.0012,0.0044,0.4227
1740035348.1077,-0.0019,-0.0139,0.0012,0.0180,1.0305
1740035348.1177,-0.0020,-0.0054,0.0013,0.0053,0.5185
1740035348.1277,-0.0021,-0.0246,0.0014,0.0344,1.8074
1740035348.1379,-0.0022,-0.0096,0.0016,0.0119,0.9084
1740035348.1478,-0.0023,-0.0200,0.0016,0.0278,1.6271
1740035348.1577,-0.0024,-0.0066,0.0018,0.0078,0.8196
1740035348.1679,-0.0025,-0.0007,0.0018,-0.0008,0.4573
1740035348.1778,-0.0029,-0.0493,0.0025,0.0723,3.8790
1740035348.1877,-0.0033,-0.0197,0.0030,0.0282,2.1352
1740035348.1977,-0.0036,-0.0222,0.0034,0.0322,2.4714
1740035348.2077,-0.0037,-0.0044,0.0036,0.0059,1.3919
1740035348.2177,-0.0038,-0.0109,0.0038,0.0162,1.9344
1740035348.2277,-0.0039,-0.0123,0.0039,0.0188,2.0861
1740035348.2378,-0.0039,-0.0006,0.0040,0.0016,1.3716
1740035348.2478,-0.0039,0.0095,0.0039,-0.0129,0.7330
1740035348.2577,-0.0044,-0.1177,0.0047,0.1783,9.3538
1740035348.2677,-0.0054,-0.0610,0.0062,0.0936,6.1808
1740035348.2778,-0.0059,-0.0272,0.0070,0.0436,4.2967
1740035348.2877,-0.0059,0.0085,0.0071,-0.0091,2.0785
1740035348.2977,-0.0059,0.0073,0.0072,-0.0061,2.2632
1740035348.3077,-0.0058,0.0087,0.0070,-0.0072,2.1913
1740035348.3177,-0.0056,0.0251,0.0068,-0.0307,1.1307
1740035348.3277,-0.0053,0.0211,0.0064,-0.0236,1.3554
1740035348.3379,-0.0051,0.0305,0.0061,-0.0367,0.7131
1740035348.3477,-0.0048,0.0244,0.0058,-0.0265,1.0569
1740035348.3577,-0.0045,0.0314,0.0054,-0.0360,0.5637
1740035348.3677,-0.0041,0.0342,0.0051,-0.0394,0.3168
1740035348.3777,-0.0038,0.0349,0.0047,-0.0397,0.2055
1740035348.3880,-0.0035,0.0349,0.0043,-0.0390,0.1438
1740035348.3977,-0.0031,0.0406,0.0039,-0.0467,-0.3294
1740035348.4077,-0.0027,0.0398,0.0034,-0.0449,-0.3745
1740035348.4178,-0.0024,0.0355,0.0031,-0.0379,-0.1778
1740035348.4277,-0.0020,0.0396,0.0027,-0.0436,-0.5253
1740035348.4378,-0.0018,0.0355,0.0024,-0.0370,-0.3213
1740035348.4477,-0.0014,0.0382,0.0021,-0.0406,-0.5830
1740035348.4577,-0.0011,0.0320,0.0017,-0.0309,-0.2631
1740035348.4677,-0.0008,0.0394,0.0014,-0.0417,-0.8193
1740035348.4777,-0.0004,0.0314,0.0011,-0.0293,-0.3831
1740035348.4877,-0.0001,0.0343,0.0008,-0.0336,-0.6469
1740035348.4977,0.0002,0.0279,0.0005,-0.0237,-0.2988
1740035348.5077,0.0004,0.0247,0.0003,-0.0189,-0.1432
1740035348.5177,0.0008,0.0310,0.0000,-0.0282,-0.6416
1740035348.5277,0.0010,0.0251,-0.0002,-0.0193,-0.3260
1740035348.5378,0.0013,0.0289,-0.0005,-0.0248,-0.6518
1740035348.5477,0.0016,0.0229,-0.0007,-0.0159,-0.3240
1740035348.5577,0.0018,0.0168,-0.0008,-0.0069,0.0426
1740035348.5677,0.0019,0.0163,-0.0008,-0.0062,0.0592
1740035348.5777,0.0021,0.0125,-0.0008,-0.0006,0.3029
1740035348.5877,0.0022,0.0036,-0.0008,0.0127,0.8848
1740035348.5977,0.0023,0.0104,-0.0008,0.0023,0.4594
1740035348.6077,0.0024,0.0014,-0.0008,0.0156,1.0490
1740035348.6177,0.0024,0.0096,-0.0007,0.0031,0.5409
1740035348.6277,0.0025,0.0020,-0.0007,0.0146,1.0483
1740035348.6377,0.0026,0.0102,-0.0006,0.0022,0.5401
1740035348.6479,0.0027,0.0125,-0.0006,-0.0014,0.3885
1740035348.6578,0.0027,0.0070,-0.0005,0.0068,0.7803
1740035348.6678,0.0028,0.0111,-0.0005,0.0005,0.5201
1740035348.6778,0.0029,0.0137,-0.0005,-0.0034,0.3494
1740035348.6880,0.0031,0.0227,-0.0006,-0.0170,-0.2619
1740035348.6977,0.0033,0.0200,-0.0007,-0.0131,-0.1319
1740035348.7077,0.0035,0.0183,-0.0008,-0.0106,-0.0539
1740035348.7177,0.0037,0.0170,-0.0009,-0.0088,-0.0064
1740035348.7277,0.0039,0.0329,-0.0010,-0.0327,-1.0818
1740035348.7377,0.0041,0.0232,-0.0013,-0.0182,-0.5305
1740035348.7477,0.0043,0.0318,-0.0014,-0.0312,-1.1502
1740035348.7577,0.0046,0.0216,-0.0017,-0.0161,-0.5669
1740035348.7677,0.0048,0.0164,-0.0018,-0.0085,-0.2762
1740035348.7777,0.0051,0.0308,-0.0021,-0.0303,-1.3358
1740035348.7877,0.0054,0.0200,-0.0023,-0.0144,-0.7208
1740035348.7977,0.0057,0.0292,-0.0027,-0.0285,-1.4456
1740035348.8077,0.0059,0.0174,-0.0028,-0.0111,-0.7607
1740035348.8177,0.0064,0.0569,-0.0034,-0.0706,-3.5333
1740035348.8277,0.0068,0.0364,-0.0039,-0.0403,-2.4014
1740035348.8377,0.0071,0.0164,-0.0041,-0.0107,-1.2060
1740035348.8478,0.0072,0.0075,-0.0042,0.0021,-0.6700
1740035348.8577,0.0073,0.0086,-0.0042,-0.0002,-0.7931
1740035348.8677,0.0073,0.0024,-0.0042,0.0085,-0.4116
1740035348.8777,0.0074,0.0051,-0.0042,0.0038,-0.6223
1740035348.8877,0.0074,0.0145,-0.0041,-0.0109,-1.2559
1740035348.8977,0.0075,0.0043,-0.0041,0.0038,-0.6391
1740035348.9077,0.0076,0.0163,-0.0041,-0.0149,-1.4464
1740035348.9177,0.0077,0.0277,-0.0043,-0.0322,-2.2664
1740035348.9277,0.0079,0.0288,-0.0045,-0.0344,-2.4459
1740035348.9377,0.0081,0.0088,-0.0046,-0.0050,-1.2390
1740035348.9477,0.0082,0.0257,-0.0047,-0.0309,-2.3909
1740035348.9578,0.0083,0.0062,-0.0048,-0.0024,-1.2140
1740035348.9677,0.0083,0.0236,-0.0048,-0.0292,-2.3950
1740035348.9777,0.0087,0.0310,-0.0053,-0.0408,-3.1034
1740035348.9877,0.0089,0.0361,-0.0056,-0.0493,-3.5777
1740035348.9977,0.0091,0.0070,-0.0058,-0.0064,-1.8149
1740035349.0077,0.0091,-0.0071,-0.0058,0.0140,-0.9347
1740035349.0178,0.0093,0.0088,-0.0060,-0.0107,-2.0871
1740035349.0277,0.0093,-0.0067,-0.0059,0.0116,-1.1358
1740035349.0377,0.0093,-0.0025,-0.0060,0.0044,-1.4752
1740035349.0478,0.0092,-0.0122,-0.0058,0.0183,-0.8594
1740035349.0577,0.0091,-0.0185,-0.0056,0.0268,-0.4362
1740035349.0677,0.0089,-0.0237,-0.0053,0.0337,-0.0640
1740035349.0778,0.0086,-0.0229,-0.0050,0.0317,-0.0646
1740035349.0878,0.0085,-0.0226,-0.0049,0.0308,-0.0647
1740035349.0978,0.0081,-0.0325,-0.0044,0.0448,0.6937
1740035349.1077,0.0078,-0.0453,-0.0039,0.0633,1.6184
1740035349.1177,0.0075,-0.0320,-0.0035,0.0427,0.8637
1740035349.1277,0.0072,-0.0232,-0.0031,0.0289,0.3609
1740035349.1377,0.0068,-0.0387,-0.0026,0.0515,1.5165
1740035349.1477,0.0065,-0.0260,-0.0022,0.0320,0.7925
1740035349.1577,0.0061,-0.0354,-0.0017,0.0456,1.5476
1740035349.1677,0.0058,-0.0223,-0.0013,0.0257,0.7887
1740035349.1777,0.0055,-0.0318,-0.0009,0.0397,1.5396
1740035349.1877,0.0052,-0.0235,-0.0006,0.0270,1.0777
1740035349.1977,0.0050,-0.0141,-0.0004,0.0127,0.5157
1740035349.2077,0.0049,-0.0063,-0.0003,0.0009,0.0256
1740035349.2177,0.0049,-0.0058,-0.0003,0.0002,-0.0098
1740035349.2277,0.0048,0.0053,-0.0003,-0.0164,-0.7439
1740035349.2377,0.0048,-0.0008,-0.0004,-0.0074,-0.3947
1740035349.2478,0.0048,-0.0032,-0.0005,-0.0038,-0.2556
1740035349.2578,0.0048,-0.0054,-0.0005,-0.0006,-0.1283
1740035349.2677,0.0048,0.0187,-0.0005,-0.0367,-1.7208
1740035349.2777,0.0049,0.0045,-0.0008,-0.0154,-0.8841
1740035349.2877,0.0049,0.0196,-0.0009,-0.0382,-1.9265
1740035349.2977,0.0050,0.0037,-0.0011,-0.0145,-0.9881
1740035349.3077,0.0050,-0.0033,-0.0012,-0.0041,-0.5669
1740035349.3183,0.0050,0.0084,-0.0013,-0.0217,-1.3690
1740035349.3277,0.0051,-0.0032,-0.0015,-0.0046,-0.7186
1740035349.3377,0.0050,-0.0086,-0.0015,0.0033,-0.3861
1740035349.3477,0.0049,-0.0190,-0.0015,0.0187,0.2976
1740035349.3577,0.0047,-0.0159,-0.0013,0.0137,0.1223
1740035349.3677,0.0046,-0.0260,-0.0012,0.0288,0.8149
1740035349.3777,0.0044,-0.0185,-0.0009,0.0173,0.3819
1740035349.3877,0.0042,-0.0310,-0.0008,0.0358,1.2335
1740035349.3977,0.0039,-0.0200,-0.0005,0.0192,0.5925
1740035349.4077,0.0037,-0.0373,-0.0003,0.0450,1.7706
1740035349.4177,0.0035,-0.0250,-0.0001,0.0264,1.0466
1740035349.4277,0.0033,-0.0167,0.0001,0.0139,0.5567
1740035349.4378,0.0032,-0.0109,0.0002,0.0052,0.2041
1740035349.4492,0.0031,-0.0085,0.0002,0.0017,0.0555
1740035349.4578,0.0029,-0.0228,0.0004,0.0230,1.0547
1740035349.4678,0.0027,-0.0153,0.0006,0.0118,0.6171
1740035349.4781,0.0026,-0.0090,0.0007,0.0025,0.2324
1740035349.4877,0.0025,-0.0071,0.0007,-0.0003,0.1112
1740035349.4977,0.0024,-0.0058,0.0007,-0.0021,0.0258
1740035349.5078,0.0024,-0.0054,0.0006,-0.0027,-0.0099
1740035349.5177,0.0023,-0.0065,0.0006,-0.0009,0.0644
1740035349.5277,0.0022,-0.0059,0.0006,-0.0018,0.0185
1740035349.5377,0.0022,-0.0031,0.0006,-0.0057,-0.1761
1740035349.5477,0.0022,-0.0043,0.0005,-0.0039,-0.1160
1740035349.5577,0.0021,-0.0051,0.0005,-0.0027,-0.0753
1740035349.5677,0.0021,-0.0175,0.0005,0.0160,0.7357
1740035349.5777,0.0019,-0.0111,0.0006,0.0064,0.3512
1740035349.5877,0.0018,-0.0235,0.0006,0.0253,1.1891
1740035349.5977,0.0016,-0.0133,0.0008,0.0100,0.5792
1740035349.6078,0.0015,-0.0356,0.0009,0.0435,2.0694
1740035349.6178,0.0013,-0.0232,0.0011,0.0249,1.3390
1740035349.6277,0.0011,-0.0102,0.0013,0.0055,0.5385
1740035349.6377,0.0011,-0.0050,0.0013,-0.0021,0.2134
1740035349.6478,0.0010,-0.0030,0.0012,-0.0049,0.0769
1740035349.6577,0.0008,-0.0365,0.0016,0.0454,2.3786
1740035349.6677,0.0005,-0.0500,0.0019,0.0658,3.3840
1740035349.6777,0.0002,-0.0216,0.0023,0.0234,1.6841
1740035349.6884,0.0000,-0.0118,0.0024,0.0089,1.0927
1740035349.6977,-0.0003,-0.0281,0.0028,0.0336,2.2988
1740035349.7077,-0.0004,-0.0100,0.0030,0.0069,1.2105
1740035349.7177,-0.0006,-0.0129,0.0032,0.0116,1.4855
1740035349.7277,-0.0007,-0.0009,0.0032,-0.0059,0.7408
1740035349.7378,-0.0007,0.0052,0.0031,-0.0146,0.3341
1740035349.7477,-0.0006,0.0077,0.0029,-0.0179,0.1438
1740035349.7582,-0.0005,0.0191,0.0028,-0.0347,-0.6330
1740035349.7677,-0.0003,0.0144,0.0024,-0.0272,-0.4121
1740035349.7777,-0.0002,0.0105,0.0022,-0.0208,-0.2080
1740035349.7879,-0.0001,0.0086,0.0020,-0.0177,-0.1157
1740035349.7977,0.0002,0.0401,0.0015,-0.0646,-2.3327
1740035349.8077,0.0005,0.0240,0.0011,-0.0402,-1.4059
1740035349.8177,0.0008,0.0354,0.0005,-0.0571,-2.3331
1740035349.8277,0.0010,0.0254,0.0003,-0.0420,-1.7577
1740035349.8377,0.0014,0.0259,-0.0004,-0.0424,-2.0017
1740035349.8477,0.0015,0.0092,-0.0007,-0.0174,-1.0101
1740035349.8578,0.0016,0.0125,-0.0008,-0.0224,-1.2719
1740035349.8677,0.0017,-0.0035,-0.0009,0.0015,-0.2899
1740035349.8777,0.0016,-0.0057,-0.0009,0.0048,-0.1417
1740035349.8877,0.0016,-0.0066,-0.0008,0.0059,-0.0813
1740035349.8977,0.0015,-0.0070,-0.0008,0.0063,-0.0445
1740035349.9077,0.0014,-0.0070,-0.0007,0.0062,-0.0325
